application	biotools_ID
https://biocontainers.pro/tools/strike	https://bio.tools/STRIKE
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/scoary	https://bio.tools/Scoary
https://biocontainers.pro/tools/scoary	https://bio.tools/Scoary
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/simka	https://bio.tools/Simka
https://biocontainers.pro/tools/simka	https://bio.tools/Simka
https://biocontainers.pro/tools/smalt	https://bio.tools/Smalt
https://biocontainers.pro/tools/snakemake	https://bio.tools/Snakemake
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/snpsift	https://bio.tools/SnpSift
https://biocontainers.pro/tools/snpsift	https://bio.tools/SnpSift
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/sonicparanoid	https://bio.tools/SonicParanoid
https://biocontainers.pro/tools/stacks	https://bio.tools/Stacks
https://biocontainers.pro/tools/stringtie	https://bio.tools/StringTie
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/structure	https://bio.tools/Structure
https://biocontainers.pro/tools/structure	https://bio.tools/Structure
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/syri	https://bio.tools/SyRI
https://github.com/galaxyproject/tools-iuc/tree/master/tools/syri	https://bio.tools/SyRI
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/tesorter	https://bio.tools/TEsorter
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/tgsgapcloser	https://bio.tools/TGS-GapCloser
https://github.com/galaxyproject/tools-iuc/tree/master/tools/tgsgapcloser	https://bio.tools/TGS-GapCloser
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/thesias	https://bio.tools/THESIAS
https://biocontainers.pro/tools/thesias	https://bio.tools/THESIAS
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/tobias	https://bio.tools/TOBIAS
https://github.com/galaxyproject/tools-iuc/tree/master/tools/tiara	https://bio.tools/Tiara
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/toulligqc	https://bio.tools/ToulligQC
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/transdecoder	https://bio.tools/TransDecoder
https://github.com/galaxyproject/tools-iuc/tree/master/tools/transdecoder	https://bio.tools/TransDecoder
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/transgenescan	https://bio.tools/TransGeneScan
https://biocontainers.pro/tools/transgenescan	https://bio.tools/TransGeneScan
https://biocontainers.pro/tools/r-transphylo	https://bio.tools/TransPhylo
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/treemix	https://bio.tools/TreeMix
